asset_id,blog_id,blog_slug,bytes,cloudinary_public_id,download_message,excerpt,featured_image,format,height,id,image_url,local_file,local_path,location_id,location_slug,photo_id,photo_index,photographer,photographer_url,provider,provider_page_url,public_id,search_query,secure_url,slug,status,thumbnail_url,title,upload_status,version,width
c7f8c044531b7966aef2e533231ffa4f,11,love-letter-to-hoi-an,389442,danangtrip/blogs/love-letter-to-hoi-an/blog-11__love-letter-to-hoi-an__p01,downloaded:389442,"An appreciation of the beauty, food, and people of the ancient town.",,jpg,1253,11,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-11__love-letter-to-hoi-an__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-11__love-letter-to-hoi-an__p01__pexels-30933135.jpg,11,love-letter-to-hoi-an,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/love-letter-to-hoi-an/blog-11__love-letter-to-hoi-an__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621763/danangtrip/blogs/love-letter-to-hoi-an/blog-11__love-letter-to-hoi-an__p01.jpg,love-letter-to-hoi-an,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,A Love Letter to Hoi An: Why It’s the Most Charming Town in Vietnam,uploaded,1780621763,1880
1a302297986270d52367246fde8f0d1a,12,best-things-to-do-hoi-an,389442,danangtrip/blogs/best-things-to-do-hoi-an/blog-12__best-things-to-do-hoi-an__p01,downloaded:389442,"A personal perspective on why Hoi An is a must-visit, with recommendations.",,jpg,1253,12,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-12__best-things-to-do-hoi-an__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-12__best-things-to-do-hoi-an__p01__pexels-30933135.jpg,12,best-things-to-do-hoi-an,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/best-things-to-do-hoi-an/blog-12__best-things-to-do-hoi-an__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621767/danangtrip/blogs/best-things-to-do-hoi-an/blog-12__best-things-to-do-hoi-an__p01.jpg,best-things-to-do-hoi-an,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,14 Things To Do in Hoi An (From Someone Who Almost Skipped It),uploaded,1780621767,1880
9705ebdbc2d54ead78839bf27474d117,13,hoi-an-lantern-streets,389442,danangtrip/blogs/hoi-an-lantern-streets/blog-13__hoi-an-lantern-streets__p01,downloaded:389442,The best spots to see the lanterns and how to experience the town after dark.,,jpg,1253,13,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-13__hoi-an-lantern-streets__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-13__hoi-an-lantern-streets__p01__pexels-30933135.jpg,13,hoi-an-lantern-streets,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/hoi-an-lantern-streets/blog-13__hoi-an-lantern-streets__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621769/danangtrip/blogs/hoi-an-lantern-streets/blog-13__hoi-an-lantern-streets__p01.jpg,hoi-an-lantern-streets,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,Wandering Through the Lantern-Lit Streets of Hoi An Ancient Town,uploaded,1780621769,1880
810e2809686f02114539f4007a938366,14,48-hours-in-hoi-an,389442,danangtrip/blogs/48-hours-in-hoi-an/blog-14__48-hours-in-hoi-an__p01,downloaded:389442,A 2-day itinerary for those who want to see the best of the ancient town and its surroundings.,,jpg,1253,14,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-14__48-hours-in-hoi-an__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-14__48-hours-in-hoi-an__p01__pexels-30933135.jpg,14,48-hours-in-hoi-an,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/48-hours-in-hoi-an/blog-14__48-hours-in-hoi-an__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621772/danangtrip/blogs/48-hours-in-hoi-an/blog-14__48-hours-in-hoi-an__p01.jpg,48-hours-in-hoi-an,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,How to Spend 48 Hours in Hoi An,uploaded,1780621772,1880
e48268ef3f8abb373e5020ce2dcb1af6,15,hoi-an-tailoring-guide,389442,danangtrip/blogs/hoi-an-tailoring-guide/blog-15__hoi-an-tailoring-guide__p01,downloaded:389442,Everything you need to know about getting clothes made in the tailoring capital of the world.,,jpg,1253,15,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-15__hoi-an-tailoring-guide__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-15__hoi-an-tailoring-guide__p01__pexels-30933135.jpg,15,hoi-an-tailoring-guide,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/hoi-an-tailoring-guide/blog-15__hoi-an-tailoring-guide__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621774/danangtrip/blogs/hoi-an-tailoring-guide/blog-15__hoi-an-tailoring-guide__p01.jpg,hoi-an-tailoring-guide,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,The Ultimate Guide to Custom Tailoring in Hoi An,uploaded,1780621774,1880
aec22e3fff081c12572e250861830f19,16,cycling-hoi-an-countryside,389442,danangtrip/blogs/cycling-hoi-an-countryside/blog-16__cycling-hoi-an-countryside__p01,downloaded:389442,Explore the rice paddies and villages of Hoi An on two wheels.,,jpg,1253,16,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-16__cycling-hoi-an-countryside__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-16__cycling-hoi-an-countryside__p01__pexels-30933135.jpg,16,cycling-hoi-an-countryside,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/cycling-hoi-an-countryside/blog-16__cycling-hoi-an-countryside__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621777/danangtrip/blogs/cycling-hoi-an-countryside/blog-16__cycling-hoi-an-countryside__p01.jpg,cycling-hoi-an-countryside,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,Beyond the Old Town: Cycling the Countryside of Hoi An,uploaded,1780621777,1880
85c2f174591acb22d10f927a770dc499,17,hoi-an-food-guide,389442,danangtrip/blogs/hoi-an-food-guide/blog-17__hoi-an-food-guide__p01,downloaded:389442,"From Cao Lau to White Rose Dumplings, discover the unique flavors of Hoi An.",,jpg,1253,17,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-17__hoi-an-food-guide__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-17__hoi-an-food-guide__p01__pexels-30933135.jpg,17,hoi-an-food-guide,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/hoi-an-food-guide/blog-17__hoi-an-food-guide__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621780/danangtrip/blogs/hoi-an-food-guide/blog-17__hoi-an-food-guide__p01.jpg,hoi-an-food-guide,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,A Foodie’s Guide to Hoi An: Must-Try Local Dishes,uploaded,1780621780,1880
25561ce9ba04d01e6c1619707e92d5d8,18,best-cafes-hoi-an,389442,danangtrip/blogs/best-cafes-hoi-an/blog-18__best-cafes-hoi-an__p01,downloaded:389442,Where to find the best Vietnamese coffee and a good place to work in the ancient town.,,jpg,1253,18,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-18__best-cafes-hoi-an__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-18__best-cafes-hoi-an__p01__pexels-30933135.jpg,18,best-cafes-hoi-an,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/best-cafes-hoi-an/blog-18__best-cafes-hoi-an__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621783/danangtrip/blogs/best-cafes-hoi-an/blog-18__best-cafes-hoi-an__p01.jpg,best-cafes-hoi-an,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,Best Cafes in Hoi An for Digital Nomads and Coffee Lovers,uploaded,1780621783,1880
150d4246d2447110d3775e4bd3e9ca44,19,hoi-an-lantern-festival-guide,389442,danangtrip/blogs/hoi-an-lantern-festival-guide/blog-19__hoi-an-lantern-festival-guide__p01,downloaded:389442,A guide to the monthly full moon festival and the nightly lantern displays.,,jpg,1253,19,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-19__hoi-an-lantern-festival-guide__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-19__hoi-an-lantern-festival-guide__p01__pexels-30933135.jpg,19,hoi-an-lantern-festival-guide,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/hoi-an-lantern-festival-guide/blog-19__hoi-an-lantern-festival-guide__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621786/danangtrip/blogs/hoi-an-lantern-festival-guide/blog-19__hoi-an-lantern-festival-guide__p01.jpg,hoi-an-lantern-festival-guide,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,Hoi An at Night: The Magical Lantern Festival,uploaded,1780621786,1880
e44bfa74664858e38f5fd73480ddc86c,20,photography-guide-hoi-an,389442,danangtrip/blogs/photography-guide-hoi-an/blog-20__photography-guide-hoi-an__p01,downloaded:389442,"Tips for capturing the beauty of Hoi An, from the yellow walls to the morning market.",,jpg,1253,20,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-20__photography-guide-hoi-an__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-20__photography-guide-hoi-an__p01__pexels-30933135.jpg,20,photography-guide-hoi-an,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/photography-guide-hoi-an/blog-20__photography-guide-hoi-an__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621789/danangtrip/blogs/photography-guide-hoi-an/blog-20__photography-guide-hoi-an__p01.jpg,photography-guide-hoi-an,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,Why Hoi An is a Photographer’s Paradise,uploaded,1780621789,1880
