available_from,available_to,booking_availability,booking_count,category_name,category_slug,cloudinary_public_id,created_at,created_by,description,discount_percent,download_message,duration,exclusions,id,image_url,images,inclusions,is_featured,is_hot,itinerary,local_file,local_path,location_id,location_slug,max_people,meeting_point,min_people,name,photo_id,photo_index,photographer,photographer_url,price_adult,price_child,price_infant,provider,provider_page_url,rating_avg,rating_count,search_query,short_desc,slug,start_time,status,thumbnail,thumbnail_url,tour_category_id,tour_id,tour_slug,updated_at,video_url,view_count
,,open,0,Tour Bà Nà Hills,tour-ba-na-hills,danangtrip/tours/tour-vinwonders-nam-hoi-an/tour-11__tour-vinwonders-nam-hoi-an__p01,2026-05-25 08:44:17,,"Vui chơi không giới hạn tại VinWonders Nam Hội An với Safari, Công viên nước và Đảo văn hóa.",0,downloaded:481066,1 ngày,"[""Mua sắm"", ""Chi phí khác""]",11,https://images.pexels.com/photos/29521438/pexels-photo-29521438.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Xe bus đón tiễn"", ""Vé vào cổng"", ""Ăn trưa set menu""]",False,False,[],tour-11__tour-vinwonders-nam-hoi-an__p01__pexels-29521438.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-11__tour-vinwonders-nam-hoi-an__p01__pexels-29521438.jpg,11,tour-vinwonders-nam-hoi-an,50,Đà Nẵng / Hội An,1,Tour VinWonders Nam Hội An Full Day,29521438,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,900000.00,700000.00,150000.00,pexels,https://www.pexels.com/photo/traditional-dress-at-h-i-an-historic-pagoda-29521438/,0.00,0,Tour VinWonders Nam Hội An Full Day Vietnam travel,Thế giới giải trí đa sắc màu.,tour-vinwonders-nam-hoi-an,09:00,downloaded,,https://images.pexels.com/photos/29521438/pexels-photo-29521438.jpeg?auto=compress&cs=tinysrgb&h=350,1,11,tour-vinwonders-nam-hoi-an,2026-05-25 08:44:17,,0
,,open,0,Tour Biển & Đảo,tour-bien-dao,danangtrip/tours/tour-nui-than-tai/tour-12__tour-nui-than-tai__p01,2026-05-25 08:44:17,,"Thư giãn tuyệt đối với dịch vụ tắm khoáng, tắm bùn và khu vui chơi nước giữa núi rừng.",0,downloaded:373956,1 ngày,"[""Tắm bùn/Tắm sả"", ""Phòng nghỉ""]",12,https://images.pexels.com/photos/35457212/pexels-photo-35457212.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Xe đưa đón"", ""Vé cổng"", ""Buffet trưa""]",False,False,[],tour-12__tour-nui-than-tai__p01__pexels-35457212.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-12__tour-nui-than-tai__p01__pexels-35457212.jpg,12,tour-nui-than-tai,30,Đà Nẵng,2,Tour Suối Khoáng Nóng Thần Tài Relax,35457212,1,🇻🇳🇻🇳Nguyễn Tiến Thịnh 🇻🇳🇻🇳,https://www.pexels.com/@nguy-n-ti-n-th-nh-2150376175,850000.00,650000.00,150000.00,pexels,https://www.pexels.com/photo/colorful-festive-decor-and-sign-with-red-lanterns-35457212/,0.00,0,Tour Suối Khoáng Nóng Thần Tài Relax Vietnam travel,Nghỉ dưỡng và chăm sóc sức khỏe.,tour-nui-than-tai,08:30,downloaded,,https://images.pexels.com/photos/35457212/pexels-photo-35457212.jpeg?auto=compress&cs=tinysrgb&h=350,4,12,tour-nui-than-tai,2026-05-25 08:44:17,,0
,,open,0,Tour Mạo Hiểm,tour-mao-hiem,danangtrip/tours/tour-trekking-son-tra/tour-13__tour-trekking-son-tra__p01,2026-05-25 08:44:17,,"Thám hiểm rừng già Sơn Trà, tìm kiếm voọc chà vá chân nâu và chinh phục đỉnh Bàn Cờ.",0,downloaded:481500,6 giờ,"[""Vận chuyển""]",13,https://images.pexels.com/photos/34472517/pexels-photo-34472517.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""HDV thám hiểm"", ""Gậy trekking"", ""Ăn nhẹ"", ""Nước suối""]",False,False,[],tour-13__tour-trekking-son-tra__p01__pexels-34472517.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-13__tour-trekking-son-tra__p01__pexels-34472517.jpg,13,tour-trekking-son-tra,10,Sơn Trà,2,Tour Trekking Bán Đảo Sơn Trà,34472517,1,Thư Hugo,https://www.pexels.com/@th-hugo-349378163,700000.00,700000.00,0.00,pexels,https://www.pexels.com/photo/peaceful-coastal-view-in-da-n-ng-vietnam-34472517/,0.00,0,Tour Trekking Bán Đảo Sơn Trà Vietnam travel,Thử thách thiên nhiên Sơn Trà.,tour-trekking-son-tra,06:00,downloaded,,https://images.pexels.com/photos/34472517/pexels-photo-34472517.jpeg?auto=compress&cs=tinysrgb&h=350,7,13,tour-trekking-son-tra,2026-05-25 08:44:17,,0
,,open,0,Tour Mạo Hiểm,tour-mao-hiem,danangtrip/tours/tour-bach-ma/tour-14__tour-bach-ma__p01,2026-05-25 08:44:17,,"Trekking rừng quốc gia Bạch Mã, ngắm thác Đỗ Quyên và ngắm toàn cảnh vịnh Lăng Cô từ Hải Vọng Đài.",0,downloaded:722823,1 ngày,"[""Dụng cụ cá nhân""]",14,https://images.pexels.com/photos/37012153/pexels-photo-37012153.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Xe đưa đón"", ""HDV chuyên tuyến"", ""Ăn trưa picnic"", ""Vé cổng""]",False,False,[],tour-14__tour-bach-ma__p01__pexels-37012153.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-14__tour-bach-ma__p01__pexels-37012153.jpg,14,tour-bach-ma,15,Đà Nẵng / Huế,2,Tour Khám Phá Bạch Mã National Park,37012153,1,Hồng Quang Official,https://www.pexels.com/@h-ng-quang-official-647624701,1100000.00,850000.00,200000.00,pexels,https://www.pexels.com/photo/cuc-phuong-national-park-entrance-in-vietnam-37012153/,0.00,0,Tour Khám Phá Bạch Mã National Park Vietnam travel,Hành trình chinh phục đỉnh Bạch Mã.,tour-bach-ma,07:30,downloaded,,https://images.pexels.com/photos/37012153/pexels-photo-37012153.jpeg?auto=compress&cs=tinysrgb&h=350,7,14,tour-bach-ma,2026-05-25 08:44:17,,0
,,open,0,Tour Ẩm Thực,tour-am-thuc,danangtrip/tours/tour-street-food-danang/tour-15__tour-street-food-danang__p01,2026-05-25 08:44:17,,Ngồi sau xe máy cùng HDV địa phương len lỏi vào các ngõ ngách thưởng thức 5-7 món ăn đặc sản.,0,downloaded:306897,4 giờ,"[""Tip""]",15,https://images.pexels.com/photos/28899311/pexels-photo-28899311.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Xe máy & Xăng"", ""Tất cả đồ ăn thức uống"", ""HDV địa phương""]",False,True,[],tour-15__tour-street-food-danang__p01__pexels-28899311.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-15__tour-street-food-danang__p01__pexels-28899311.jpg,15,tour-street-food-danang,10,Khách sạn trung tâm,1,Street Food Tour Đà Nẵng bằng Xe Máy,28899311,1,Tường Chopper,https://www.pexels.com/@tuongchopper,650000.00,650000.00,0.00,pexels,https://www.pexels.com/photo/bustling-street-scene-in-ho-chi-minh-city-vietnam-28899311/,0.00,0,Street Food Tour Đà Nẵng bằng Xe Máy Vietnam travel,Khám phá ẩm thực Đà Nẵng như người bản địa.,tour-street-food-danang,18:00,downloaded,,https://images.pexels.com/photos/28899311/pexels-photo-28899311.jpeg?auto=compress&cs=tinysrgb&h=350,6,15,tour-street-food-danang,2026-05-25 08:44:17,,0
,,open,0,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-tra-que-farmer/tour-16__tour-tra-que-farmer__p01,2026-05-25 08:44:17,,"Học cách xới đất, trồng rau, tưới nước và tự tay chế biến món ăn từ rau sạch Trà Quế.",0,downloaded:602871,4 giờ,"[""Đưa đón""]",16,https://images.pexels.com/photos/35518540/pexels-photo-35518540.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Phí tham quan"", ""HDV nông dân"", ""Ăn trưa gia đình""]",False,False,[],tour-16__tour-tra-que-farmer__p01__pexels-35518540.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-16__tour-tra-que-farmer__p01__pexels-35518540.jpg,16,tour-tra-que-farmer,12,Làng Trà Quế,1,Tour Làm Nông Dân Làng Rau Trà Quế,35518540,1,Duy Nguyen,https://www.pexels.com/@duy-nguyen-489946968,500000.00,350000.00,100000.00,pexels,https://www.pexels.com/photo/aerial-view-of-lush-agricultural-fields-in-vietnam-35518540/,0.00,0,Tour Làm Nông Dân Làng Rau Trà Quế Vietnam travel,Một ngày làm nông dân Hội An.,tour-tra-que-farmer,08:30,downloaded,,https://images.pexels.com/photos/35518540/pexels-photo-35518540.jpeg?auto=compress&cs=tinysrgb&h=350,5,16,tour-tra-que-farmer,2026-05-25 08:44:17,,0
,,open,0,Tour Bà Nà Hills,tour-ba-na-hills,danangtrip/tours/tour-du-thuyen-song-han/tour-17__tour-du-thuyen-song-han__p01,2026-05-25 08:44:17,,"Ngắm nhìn thành phố ánh sáng từ giữa lòng sông và xem Cầu Rồng phun lửa, phun nước vào tối cuối tuần.",0,downloaded:357075,2 giờ,"[""Ăn tối trên thuyền""]",17,https://images.pexels.com/photos/19940389/pexels-photo-19940389.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Vé du thuyền"", ""Nước uống"", ""Bảo hiểm""]",False,False,[],tour-17__tour-du-thuyen-song-han__p01__pexels-19940389.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-17__tour-du-thuyen-song-han__p01__pexels-19940389.jpg,17,tour-du-thuyen-song-han,80,Bến tàu Bạch Đằng,1,Tour Du Thuyền Sông Hàn & Xem Rồng Phun Lửa,19940389,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,200000.00,150000.00,50000.00,pexels,https://www.pexels.com/photo/da-nang-administrative-center-in-vietnam-19940389/,0.00,0,Tour Du Thuyền Sông Hàn & Xem Rồng Phun Lửa Vietnam travel,Buổi tối lãng mạn trên sông Hàn.,tour-du-thuyen-song-han,19:30,downloaded,,https://images.pexels.com/photos/19940389/pexels-photo-19940389.jpeg?auto=compress&cs=tinysrgb&h=350,1,17,tour-du-thuyen-song-han,2026-05-25 08:44:17,,0
,,open,0,Tour Cố Đô Huế,tour-hue,danangtrip/tours/tour-tam-giang-sunset/tour-18__tour-tam-giang-sunset__p01,2026-05-25 08:44:17,,"Khám phá hệ sinh thái đầm phá nước lợ, chèo thuyền Kayak và ngắm hoàng hôn tuyệt đẹp.",0,downloaded:232124,6 giờ,"[""Chi phí khác""]",18,https://images.pexels.com/photos/26594643/pexels-photo-26594643.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Xe đưa đón"", ""Thuyền tham quan"", ""Ăn tối hải sản""]",False,False,[],tour-18__tour-tam-giang-sunset__p01__pexels-26594643.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-18__tour-tam-giang-sunset__p01__pexels-26594643.jpg,18,tour-tam-giang-sunset,20,Huế,2,Tour Đầm Phá Tam Giang & Sunset,26594643,1,Nguyen Ngoc Tien,https://www.pexels.com/@nguyen-ngoc-tien-1321490019,750000.00,550000.00,150000.00,pexels,https://www.pexels.com/photo/moored-boats-in-the-evening-26594643/,0.00,0,Tour Đầm Phá Tam Giang & Sunset Vietnam travel,Hoàng hôn rực rỡ trên phá Tam Giang.,tour-tam-giang-sunset,14:30,downloaded,,https://images.pexels.com/photos/26594643/pexels-photo-26594643.jpeg?auto=compress&cs=tinysrgb&h=350,3,18,tour-tam-giang-sunset,2026-05-25 08:44:17,,0
,,open,0,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-ca-hue-song-huong/tour-19__tour-ca-hue-song-huong__p01,2026-05-25 08:44:17,,Thưởng thức loại hình nghệ thuật di sản phi vật thể và thả đèn hoa đăng cầu may trên sông Hương.,0,downloaded:216563,2 giờ,"[""Ăn tối""]",19,https://images.pexels.com/photos/29515987/pexels-photo-29515987.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Thuyền rồng"", ""Nghệ nhân biểu diễn"", ""Hoa đăng""]",False,False,[],tour-19__tour-ca-hue-song-huong__p01__pexels-29515987.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-19__tour-ca-hue-song-huong__p01__pexels-29515987.jpg,19,tour-ca-hue-song-huong,30,Bến Tòa Khâm,1,Tour Ca Huế Trên Sông Hương & Ngắm Thành Phố,29515987,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,150000.00,100000.00,0.00,pexels,https://www.pexels.com/photo/elegant-woman-in-ao-dai-on-trang-ti-n-bridge-29515987/,0.00,0,Tour Ca Huế Trên Sông Hương & Ngắm Thành Phố Vietnam travel,Văn hóa cố đô đặc sắc.,tour-ca-hue-song-huong,19:00,downloaded,,https://images.pexels.com/photos/29515987/pexels-photo-29515987.jpeg?auto=compress&cs=tinysrgb&h=350,5,19,tour-ca-hue-song-huong,2026-05-25 08:44:17,,0
,,open,0,Tour Mạo Hiểm,tour-mao-hiem,danangtrip/tours/tour-snorkeling-son-tra/tour-20__tour-snorkeling-son-tra__p01,2026-05-25 08:44:17,,Đi tàu gỗ ra các hòn đảo nhỏ quanh bán đảo Sơn Trà để lặn ngắm san hô và câu cá.,0,downloaded:481500,6 giờ,"[""Dịch vụ tắm nước ngọt""]",20,https://images.pexels.com/photos/34472517/pexels-photo-34472517.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,"[""Tàu gỗ du lịch"", ""Thiết bị lặn"", ""Ăn trưa trên tàu""]",False,False,[],tour-20__tour-snorkeling-son-tra__p01__pexels-34472517.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-20__tour-snorkeling-son-tra__p01__pexels-34472517.jpg,20,tour-snorkeling-son-tra,25,Cảng Tiên Sa,4,Tour Snorkeling Bán Đảo Sơn Trà,34472517,1,Thư Hugo,https://www.pexels.com/@th-hugo-349378163,600000.00,450000.00,100000.00,pexels,https://www.pexels.com/photo/peaceful-coastal-view-in-da-n-ng-vietnam-34472517/,0.00,0,Tour Snorkeling Bán Đảo Sơn Trà Vietnam travel,Khám phá đại dương Sơn Trà.,tour-snorkeling-son-tra,08:30,downloaded,,https://images.pexels.com/photos/34472517/pexels-photo-34472517.jpeg?auto=compress&cs=tinysrgb&h=350,7,20,tour-snorkeling-son-tra,2026-05-25 08:44:17,,0
,,open,0,Tour Phố Cổ Hội An,tour-hoi-an,danangtrip/tours/tour-real-variant-21/tour-21__tour-real-variant-21__p01,2026-05-25 08:44:17,,Trải nghiệm chuyên sâu hơn của Trải nghiệm chèo thúng tại rừng dừa Bảy Mẫu và khám phá vẻ đẹp hoài cổ của phố cổ Hội An về đêm.,0,downloaded:485810,7 giờ,,21,https://images.pexels.com/photos/32874870/pexels-photo-32874870.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-21__tour-real-variant-21__p01__pexels-32874870.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-21__tour-real-variant-21__p01__pexels-32874870.jpg,21,tour-real-variant-21,30,,2,Tour Tiết Kiệm Tour Phố Cổ Hội An & Rừng Dừa Bảy Mẫu,32874870,1,Vietnam  Hidden Light,https://www.pexels.com/@vietnamhiddenlight,892643.55,572361.99,150000.00,pexels,https://www.pexels.com/photo/aerial-view-of-basket-boats-in-h-i-an-vietnam-32874870/,0.00,0,Tour Tiết Kiệm Tour Phố Cổ Hội An & Rừng Dừa Bảy Mẫu Vietnam travel,Kết hợp trải nghiệm sông nước và văn hóa phố cổ.,tour-real-variant-21,,downloaded,,https://images.pexels.com/photos/32874870/pexels-photo-32874870.jpeg?auto=compress&cs=tinysrgb&h=350,2,21,tour-real-variant-21,2026-05-25 08:44:17,,0
,,open,0,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-real-variant-22/tour-22__tour-real-variant-22__p01,2026-05-25 08:44:17,,Trải nghiệm chuyên sâu hơn của Hành trình tâm linh khám phá các hang động kỳ bí tại Ngũ Hành Sơn và chiêm bái Phật Bà tại Sơn Trà.,0,downloaded:302400,4 giờ,,22,https://images.pexels.com/photos/36748260/pexels-photo-36748260.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-22__tour-real-variant-22__p01__pexels-36748260.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-22__tour-real-variant-22__p01__pexels-36748260.jpg,22,tour-real-variant-22,20,,2,Tour Khám Phá Tour Ngũ Hành Sơn & Chùa Linh Ứng Sơn Trà,36748260,1,TUAN PHAN,https://www.pexels.com/@tuan-phan-2156993475,466962.46,252929.22,0.00,pexels,https://www.pexels.com/photo/scenic-coastal-view-of-s-n-tra-peninsula-vietnam-36748260/,0.00,0,Tour Khám Phá Tour Ngũ Hành Sơn & Chùa Linh Ứng Sơn Trà Vietnam travel,Tour tâm linh nửa ngày ngắm cảnh biển Đà Nẵng.,tour-real-variant-22,,downloaded,,https://images.pexels.com/photos/36748260/pexels-photo-36748260.jpeg?auto=compress&cs=tinysrgb&h=350,5,22,tour-real-variant-22,2026-05-25 08:44:17,,0
,,open,0,Tour Cố Đô Huế,tour-hue,danangtrip/tours/tour-real-variant-23/tour-23__tour-real-variant-23__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Chuyến đi biển đảo hấp dẫn với các hoạt động tắm biển, lặn ngắm san hô và thưởng thức hải sản tươi ngon.",0,downloaded:353793,1 ngày,,23,https://images.pexels.com/photos/32228483/pexels-photo-32228483.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-23__tour-real-variant-23__p01__pexels-32228483.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-23__tour-real-variant-23__p01__pexels-32228483.jpg,23,tour-real-variant-23,35,,4,Tour Khám Phá Tour Cù Lao Chàm Lặn Ngắm San Hô,32228483,1,Trieu Kim Tran,https://www.pexels.com/@trieu-kim-tran-489969244,773905.95,488336.27,100000.00,pexels,https://www.pexels.com/photo/scenic-boat-tour-on-tropical-waters-32228483/,0.00,0,Tour Khám Phá Tour Cù Lao Chàm Lặn Ngắm San Hô Vietnam travel,Thiên đường biển đảo Cù Lao Chàm.,tour-real-variant-23,,downloaded,,https://images.pexels.com/photos/32228483/pexels-photo-32228483.jpeg?auto=compress&cs=tinysrgb&h=350,3,23,tour-real-variant-23,2026-05-25 08:44:17,,0
,,open,0,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-real-variant-24/tour-24__tour-real-variant-24__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Vượt đèo Hải Vân đến với cố đô Huế, tham quan Đại Nội, chùa Thiên Mụ và các lăng tẩm uy nghiêm.",0,downloaded:659336,1 ngày,,24,https://images.pexels.com/photos/27418881/pexels-photo-27418881.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-24__tour-real-variant-24__p01__pexels-27418881.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-24__tour-real-variant-24__p01__pexels-27418881.jpg,24,tour-real-variant-24,40,,2,Tour Khám Phá Tour Cố Đô Huế 1 Ngày từ Đà Nẵng,27418881,1,Vietnam Tri Duong Photographer,https://www.pexels.com/@triduhi-youtuber,1214918.14,758379.46,200000.00,pexels,https://www.pexels.com/photo/kinh-thanh-hu-vi-t-nam-27418881/,0.00,0,Tour Khám Phá Tour Cố Đô Huế 1 Ngày từ Đà Nẵng Vietnam travel,Hành trình di sản cố đô miền Trung.,tour-real-variant-24,,downloaded,,https://images.pexels.com/photos/27418881/pexels-photo-27418881.jpeg?auto=compress&cs=tinysrgb&h=350,5,24,tour-real-variant-24,2026-05-25 08:44:17,,0
,,open,0,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-real-variant-25/tour-25__tour-real-variant-25__p01,2026-05-25 08:44:17,,Trải nghiệm sang trọng hơn của Tìm hiểu về văn hóa Champa cổ đại qua quần thể đền tháp Mỹ Sơn - Di sản văn hóa thế giới.,0,downloaded:587206,5 giờ,,25,https://images.pexels.com/photos/35042236/pexels-photo-35042236.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-25__tour-real-variant-25__p01__pexels-35042236.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-25__tour-real-variant-25__p01__pexels-35042236.jpg,25,tour-real-variant-25,25,,2,Tour Cao Cấp Tour Thánh Địa Mỹ Sơn nửa ngày,35042236,1,Nguyen Ngoc Tien,https://www.pexels.com/@nguyen-ngoc-tien-1321490019,606909.42,413663.34,100000.00,pexels,https://www.pexels.com/photo/group-enjoying-a-scenic-boat-ride-on-tranquil-lake-35042236/,0.00,0,Tour Cao Cấp Tour Thánh Địa Mỹ Sơn nửa ngày Vietnam travel,Khám phá bí ẩn tháp Chàm.,tour-real-variant-25,,downloaded,,https://images.pexels.com/photos/35042236/pexels-photo-35042236.jpeg?auto=compress&cs=tinysrgb&h=350,5,25,tour-real-variant-25,2026-05-25 08:44:17,,0
,,open,0,Tour Bà Nà Hills,tour-ba-na-hills,danangtrip/tours/tour-real-variant-26/tour-26__tour-real-variant-26__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Hành trình check-in những biểu tượng hiện đại của Đà Nẵng: Cầu Rồng, Cầu Tình Yêu, Bảo tàng Chăm.",0,downloaded:319817,4 giờ,,26,https://images.pexels.com/photos/29941646/pexels-photo-29941646.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-26__tour-real-variant-26__p01__pexels-29941646.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-26__tour-real-variant-26__p01__pexels-29941646.jpg,26,tour-real-variant-26,15,,2,Tour Tiết Kiệm Tour Đà Nẵng City - Những Cây Cầu,29941646,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,405626.30,219679.59,0.00,pexels,https://www.pexels.com/photo/family-in-traditional-vietnamese-ao-dai-at-japanese-bridge-29941646/,0.00,0,Tour Tiết Kiệm Tour Đà Nẵng City - Những Cây Cầu Vietnam travel,Tour khám phá thành phố đáng sống.,tour-real-variant-26,,downloaded,,https://images.pexels.com/photos/29941646/pexels-photo-29941646.jpeg?auto=compress&cs=tinysrgb&h=350,1,26,tour-real-variant-26,2026-05-25 08:44:17,,0
,,open,0,Tour Cố Đô Huế,tour-hue,danangtrip/tours/tour-real-variant-27/tour-27__tour-real-variant-27__p01,2026-05-25 08:44:17,,Trải nghiệm chuyên sâu hơn của Trải nghiệm cung đường đèo đẹp nhất Việt Nam và thư giãn tại vịnh biển Lăng Cô thơ mộng.,0,downloaded:353793,1 ngày,,27,https://images.pexels.com/photos/32228483/pexels-photo-32228483.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-27__tour-real-variant-27__p01__pexels-32228483.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-27__tour-real-variant-27__p01__pexels-32228483.jpg,27,tour-real-variant-27,20,,2,Tour Khám Phá Tour Đèo Hải Vân & Lăng Cô - Ô tô,32228483,1,Trieu Kim Tran,https://www.pexels.com/@trieu-kim-tran-489969244,975393.24,658319.18,150000.00,pexels,https://www.pexels.com/photo/scenic-boat-tour-on-tropical-waters-32228483/,0.00,0,Tour Khám Phá Tour Đèo Hải Vân & Lăng Cô - Ô tô Vietnam travel,"Ngắm nhìn ""Thiên hạ đệ nhất hùng quan"".",tour-real-variant-27,,downloaded,,https://images.pexels.com/photos/32228483/pexels-photo-32228483.jpeg?auto=compress&cs=tinysrgb&h=350,3,27,tour-real-variant-27,2026-05-25 08:44:17,,0
,,open,0,Tour Ẩm Thực,tour-am-thuc,danangtrip/tours/tour-real-variant-28/tour-28__tour-real-variant-28__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Dạo bước phố đèn lồng, thả đèn hoa đăng và thưởng thức các món ăn đặc sản nổi tiếng của Hội An.",0,downloaded:264185,5 giờ,,28,https://images.pexels.com/photos/34949975/pexels-photo-34949975.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-28__tour-real-variant-28__p01__pexels-34949975.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-28__tour-real-variant-28__p01__pexels-34949975.jpg,28,tour-real-variant-28,25,,2,Tour Khám Phá Tour Đêm Phố Cổ Hội An & Ăn Tối,34949975,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,717625.25,459738.14,100000.00,pexels,https://www.pexels.com/photo/traditional-vietnamese-attire-in-h-i-an-alleyway-34949975/,0.00,0,Tour Khám Phá Tour Đêm Phố Cổ Hội An & Ăn Tối Vietnam travel,Lãng mạn phố cổ về đêm.,tour-real-variant-28,,downloaded,,https://images.pexels.com/photos/34949975/pexels-photo-34949975.jpeg?auto=compress&cs=tinysrgb&h=350,6,28,tour-real-variant-28,2026-05-25 08:44:17,,0
