publish_readiness,blocking_reasons,warnings,name,slug,source_name,source_url,price_adult,price_raw,duration,itinerary_count,inclusions_count,exclusions_count,image_count,thumbnail
needs_recrawl,suspicious_duration; incomplete_inclusions; incomplete_exclusions; insufficient_images; irrelevant_images,,Marble Mountains – Monkey Mountain – Am Phu Cave Sunset Tour,recrawl-016-venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel,recrawl_016_venus_cham_island,https://venusvietnamtravel.com/marble-mountains-am-phu-cave-monkey-mountains-sunset-tour/,545500.0,From $21.82,1 hours,9,1,1,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2022/07/z7824261136076_79df93aa2867fca757d86e48af8eb7ae.jpg
needs_recrawl,insufficient_images; irrelevant_images,,3 Traditional Handicraft Villages In 1 Tour,recrawl-017-venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel,recrawl_017_venusvietnamtravel,https://venusvietnamtravel.com/3-traditional-handicraft-villages-in-1-tour/,976000.0,From $39.04,5 hours,8,6,2,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2024/01/Anh-OTA-2-1024x576.png
needs_recrawl,insufficient_images; irrelevant_images,,AFTERNOON BA NA HILLS – GOLDEN BRIDGE & DRAGON BRIDGE BY NIGHT TOUR,recrawl-018-venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel,recrawl_018_venusvietnamtravel,https://venusvietnamtravel.com/afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour/,1540750.0,From $61.63,7.5 hours,7,6,3,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2025/08/Video-scaled.jpg
needs_recrawl,inferred_core_field; incomplete_itinerary; insufficient_images; irrelevant_images,,Cam Thanh Coconut Jungle Muslim Tour,recrawl-019-venusvietnamtravel-cam-thanh-coconut-jungle-muslim-tour-venustravel,recrawl_019_venusvietnamtravel,https://venusvietnamtravel.com/cam-thanh-coconut-jungle-muslim-tour/,1025000.0,estimated_from_context:1025000 VND,2 Days,0,2,2,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2024/07/z5436071105937_249aeb97c5e26fba7ee5ec9556904390-scaled.jpg
needs_recrawl,suspicious_duration; insufficient_images; irrelevant_images,,Cam Thanh Cooking Class & My Son Holy Land Full-Day Tour,recrawl-020-venusvietnamtravel-cam-thanh-cooking-class-my-son-holy-land-full-day-tour-venustravel,recrawl_020_venusvietnamtravel,https://venusvietnamtravel.com/cam-thanh-cooking-class-my-son-holy-land-full-day-tour/,1215250.0,From $48.61,4.16667 hours,10,7,2,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2023/12/z4481630703225_73809c735930bea9e47c757a8a60735c-e1701747457201.jpg
needs_recrawl,suspicious_duration; insufficient_images; irrelevant_images,,Cam Thanh Eco Tour - My Son Holy Land Full-day Tour,recrawl-021-venusvietnamtravel-cam-thanh-eco-tour-my-son-holy-land-full-day-tour-venustravel,recrawl_021_venusvietnamtravel,https://venusvietnamtravel.com/cam-thanh-coconut-jungle-my-son-sanctuary-full-day-tour/,1215250.0,From $48.61,3 hours,10,7,2,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2023/12/z4692348373648_9f767f2feefc644d3fa786e1634a3798.jpg
needs_recrawl,insufficient_images,,Cham Island Sightseeing & Snorkeling Tour,recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel,recrawl_022_venusvietnamtravel,https://venusvietnamtravel.com/cham-island-sightseeing-and-snorkeling-tour/,765500.0,From $30.62,6 hours,7,6,3,1,https://venus-cdn.b-cdn.net/wp-content/uploads/2022/06/cu-lao-cham-2-e1700123421497.jpg
needs_recrawl,incomplete_itinerary; incomplete_inclusions; incomplete_exclusions; insufficient_images,,The best quality Daily Group Tour package in Vietnam,recrawl-023-vietnamadventure-danang-the-best-quality-daily-group-tour-package-in-vietnam,recrawl_023_vietnamadventure_danang,https://vietnamadventuretour.com.vn/daily-group-tour/,475000.0,From $ 19,1 Day,0,0,0,0,
needs_recrawl,incomplete_itinerary; incomplete_inclusions; incomplete_exclusions; insufficient_images,missing_meeting_point,Vietnam Luxury Tour - Experience your trip with 5-star class,recrawl-024-vietnamadventure-danang-vietnam-luxury-tour-experience-your-trip-with-5-star-class,recrawl_024_vietnamadventure_danang,https://vietnamadventuretour.com.vn/luxury-tour/,600000.0,From $ 24,1 Day,0,0,0,0,
needs_recrawl,incomplete_itinerary; incomplete_inclusions; incomplete_exclusions,,Da Nang Shore Excursions From Tien Sa Port - Deluxe Tours,recrawl-025-vmtravel-da-nang-shore-excursions-from-tien-sa-port-deluxe-tours,recrawl_025_vmtravel,https://vmtravel.com/da-nang-shore-excursions-from-tien-sa-port/,750000.0,From $30,1 Day,0,0,0,6,https://vmtravel.com/wp-content/uploads/2023/07/tien-sa-port.jpg
needs_recrawl,incomplete_itinerary; incomplete_inclusions; incomplete_exclusions,missing_meeting_point,Hue Shore Excursions From Chan May Port - Book 1 Day Tour,recrawl-026-vmtravel-hue-shore-excursions-from-chan-may-port-book-1-day-tour,recrawl_026_vmtravel,https://vmtravel.com/hue-shore-excursions-from-chan-may-port/,750000.0,From $30,1 Day,0,0,0,8,https://vmtravel.com/wp-content/uploads/2023/07/car-rental-from-port.jpg
ready_for_manual_publish,,,Ba Na Hills And Golden Bridge Tour From Tien Sa Port,recrawl-027-vmtravel-danang-shore-ba-na-hills-and-golden-bridge-tour-from-tien-sa-port,recrawl_027_vmtravel_danang_shore,https://vmtravel.com/tours/ba-na-hills-and-golden-bridge-tour-from-tien-sa/,750000.0,From $30,1 Day,3,6,2,8,https://vmtravel.com/wp-content/uploads/2024/07/Bana-Hills-cable-car-in-Da-Nang.jpg
ready_for_manual_publish,,,Da Nang City Tour From Tien Sa Port - Explore and Shopping,recrawl-028-vmtravel-danang-shore-da-nang-city-tour-from-tien-sa-port-explore-and-shopping,recrawl_028_vmtravel_danang_shore,https://vmtravel.com/tours/da-nang-city-tour-from-tien-sa-port/,750000.0,From $30,1 Day,7,5,2,8,https://vmtravel.com/wp-content/uploads/2023/07/da-nang-city-tour-1.jpg
needs_recrawl,irrelevant_images,,Hoi An Day Tour from Tien Sa Port - Hoi An Shore Excursions,recrawl-029-vmtravel-danang-shore-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions,recrawl_029_vmtravel_danang_shore,https://vmtravel.com/tours/hoi-an-day-tour-from-tien-sa-port/,750000.0,From $30,1 Day,3,5,3,8,https://vmtravel.com/wp-content/uploads/2023/07/hoi-an-full-day-tour.jpg
ready_for_manual_publish,,,My Son Sanctuary Tour From Tien Sa Port - Explore Now,recrawl-030-vmtravel-danang-shore-my-son-sanctuary-tour-from-tien-sa-port-explore-now,recrawl_030_vmtravel_danang_shore,https://vmtravel.com/tours/my-son-sanctuary-tour-from-tien-sa-port/,750000.0,From $30,1 Day,4,5,3,8,https://vmtravel.com/wp-content/uploads/2023/07/my-son-sanctuary.jpg
needs_recrawl,incomplete_inclusions; incomplete_exclusions,,Bana Hills Day Trip from Chan May Port: Best Shore Excursion,recrawl-031-vmtravel-hue-shore-bana-hills-day-trip-from-chan-may-port-best-shore-excursion,recrawl_031_vmtravel_hue_shore,https://vmtravel.com/tours/bana-hills-day-trip-from-chan-may-port/,750000.0,From $30,1 Day,10,0,0,8,https://vmtravel.com/wp-content/uploads/2025/12/Bana-Hill-day-trip-from-Chan-May-Port.jpg
ready_for_manual_publish,,,Hue Imperial Tour from Chan May Port: Best Shore Excursions,recrawl-032-vmtravel-hue-shore-hue-imperial-tour-from-chan-may-port-best-shore-excursions,recrawl_032_vmtravel_hue_shore,https://vmtravel.com/tours/hue-imperial-tour-from-chan-may-port/,750000.0,From $30,8 Hours,8,5,3,8,https://vmtravel.com/wp-content/uploads/2025/12/Hue-day-trip-from-Chan-May-Port.webp
