publish_readiness,blocking_reasons,warnings,name,slug,source_name,source_url,price_adult,price_raw,duration,itinerary_count,inclusions_count,exclusions_count,image_count,thumbnail
ready_for_manual_publish,,missing_meeting_point,Day Trip From Da Nang To Hoi An - Deluxe Group Tour,vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour,vmtravel_central_012,https://vmtravel.com/tours/day-trip-from-da-nang-to-hoi-an/,900000.0,$36,6 Hours,7,6,3,8,https://vmtravel.com/wp-content/uploads/2023/07/tour-coconut.jpg
ready_for_manual_publish,,missing_meeting_point,Day Trip To Hoi An From Da Nang - Private Tour,vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel,vmtravel_central_013,https://vmtravel.com/tours/day-trip-to-hoi-an-from-da-nang/,2750000.0,$110,1 day,2,6,3,8,https://vmtravel.com/wp-content/uploads/2023/10/visit-hoian.jpg
ready_for_manual_publish,,,Hue Bicycle Tour: Organic Farm Visit & Local Cooking Class,vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class,vmtravel_central_014,https://vmtravel.com/tours/hue-bicycle-tour/,1500000.0,$60,8 Hours,8,6,2,7,https://vmtravel.com/wp-content/uploads/2026/03/Hue-cycling-tour.jpg
needs_recrawl,inferred_core_field,,Hue City Tour - Best Group Tour - Book Now Hue 1 Day Trip,vmtravel-central-015-hue-city-tour-best-group-tour-book-now-hue-1-day-trip,vmtravel_central_015,https://vmtravel.com/tours/hue-city-tour/,1350000.0,estimated_from_context:1350000 VND,1 day,9,8,3,8,https://vmtravel.com/wp-content/uploads/2023/08/Hue-City-Tour-3.png
ready_for_manual_publish,,missing_meeting_point,Hue Cooking Class Tour - From Market to Table,vmtravel-central-016-hue-cooking-class-tour-from-market-to-table,vmtravel_central_016,https://vmtravel.com/tours/hue-cooking-class-tour/,1125000.0,$45,6 hours,4,4,1,8,https://vmtravel.com/wp-content/uploads/2024/08/hue-cooking-class.jpg
ready_for_manual_publish,,missing_meeting_point,Hue Day Trip From Da Nang - Private Tour,vmtravel-central-017-hue-day-trip-from-da-nang-private-tour,vmtravel_central_017,https://vmtravel.com/tours/hue-day-trip-from-da-nang-private-tour/,4125000.0,$165,1 Day,4,5,3,8,https://vmtravel.com/wp-content/uploads/2023/07/hue-day-trip.jpg
ready_for_manual_publish,,,Hue Day Trip From Da Nang - Deluxe Small Group Tour,vmtravel-central-018-hue-day-trip-from-da-nang-deluxe-small-group-tour,vmtravel_central_018,https://vmtravel.com/tours/hue-day-trip-from-da-nang/,1225000.0,$49,1 day,9,5,3,8,https://vmtravel.com/wp-content/uploads/2023/07/hue-city-tour-from-hoian.jpg
ready_for_manual_publish,,,Hue Day Trip From Hoi An Da Nang-Book Best 1 Day Group Tour,vmtravel-central-019-hue-day-trip-from-hoi-an-da-nang-book-best-1-day-group-tour,vmtravel_central_019,https://vmtravel.com/tours/hue-day-trip-from-hoi-an/,1350000.0,$54,1 day,9,6,3,8,https://vmtravel.com/wp-content/uploads/2023/08/Hue-City-Tour-1.png
ready_for_manual_publish,,,Hue DMZ Tour - Unveiling History on Captivating Tour,vmtravel-central-020-hue-dmz-tour-unveiling-history-on-captivating-tour,vmtravel_central_020,https://vmtravel.com/tours/hue-dmz-tour-deluxe-group-tour/,1250000.0,$50,1 Day,9,5,3,8,https://vmtravel.com/wp-content/uploads/2023/08/Hue-DMZ-Tour-3.png
ready_for_manual_publish,,,Hue Street Food Tour - Explore Local Flavours for Just $45,vmtravel-central-021-hue-street-food-tour-explore-local-flavours-for-just-45,vmtravel_central_021,https://vmtravel.com/tours/hue-street-food-tour/,1125000.0,$45,5 Hours,10,3,1,8,https://vmtravel.com/wp-content/uploads/2024/08/hue-strees-food-tour.jpg
ready_for_manual_publish,,,Luxury Da Nang Golf Tour 6 Days 5 Nights 4 Rounds,vmtravel-central-022-luxury-da-nang-golf-tour-6-days-5-nights-4-rounds,vmtravel_central_022,https://vmtravel.com/tours/luxury-da-nang-golf-tour-6-days/,17250000.0,$690,6 Days,10,10,4,8,https://vmtravel.com/wp-content/uploads/2023/07/golf-in-Hoi-An.jpg
ready_for_manual_publish,,missing_meeting_point,Linh Ung Pagoda & Marble Mountain tour from Hoi An,vmtravel-central-023-linh-ung-pagoda-marble-mountain-tour-from-hoi-an,vmtravel_central_023,https://vmtravel.com/tours/marble-mountain-tour-from-hoi-an/,700000.0,$28,6 Hours,6,6,4,8,https://vmtravel.com/wp-content/uploads/2025/05/Marble-Mountain-tour-from-Da-Nang.jpg
ready_for_manual_publish,,,My Son Sanctuary From Hoi An-Book Best 1 Day Tour in Hoi An,vmtravel-central-024-my-son-sanctuary-from-hoi-an-book-best-1-day-tour-in-hoi-an,vmtravel_central_024,https://vmtravel.com/tours/my-son-sanctuary-from-hoi-an/,875000.0,$35,Half day,4,5,3,6,https://vmtravel.com/wp-content/uploads/2023/07/sunrise-at-my-son-sanctuary.jpg
ready_for_manual_publish,,,Paradise Cave Tour From Hue - Explore Nature's Masterpiece,vmtravel-central-025-paradise-cave-tour-from-hue-explore-nature-s-masterpiece,vmtravel_central_025,https://vmtravel.com/tours/paradise-cave-tour-from-hue/,1600000.0,$64,1 Day,6,6,3,8,https://vmtravel.com/wp-content/uploads/2024/08/Paradise-cave-tour-from-hue.jpg
needs_recrawl,suspicious_price,,Tour Package In Da Nang 6 Days: Discover the Best of Vietnam,vmtravel-central-026-tour-package-in-da-nang-6-days-discover-the-best-of-vietnam,vmtravel_central_026,https://vmtravel.com/tours/tour-package-in-da-nang-6-days/,138875000.0,$5555,6 Days,10,6,4,8,https://vmtravel.com/wp-content/uploads/2023/06/central-package-tour.jpg
