review_id,review_status,approve_for_seed,reject_reason,fix_notes,name,slug,tour_category_slug,destination_names,price_adult,price_raw,duration,meeting_point,thumbnail,image_count,itinerary_count,inclusions_count,exclusions_count,review_flags,source_name,source_url
TOUR-011,pending_review,False,,,Son Tra Peninsula - Marble Mountains - Hoian Daily Tour,dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour,tour-hoi-an,Da Nang; Hoi An; Marble Mountains; Son Tra,0,,2 hours,depart for marble mountain,https://dananglocaltours.com/wp-content/uploads/2019/12/Bach-Ma-National-Park-Tour-100x100.jpg,8,8,8,8,missing_price,dananglocaltours_basket_boat,https://dananglocaltours.com/tour/son-tra-peninsula-marble-mountains-hoian-daily-tour/
TOUR-012,pending_review,False,,,French Village Ba Na Hills - Da Nang Tours,danangtourscity-french-village-ba-na-hills-da-nang-tours,tour-ba-na-hills,Da Nang; Ba Na Hills,1090000.0,"1,090,000 VND",2 hours,,https://danangtourscity.com/wp-content/uploads/2023/06/da-nang-tours.png,7,0,0,0,missing_itinerary; missing_inclusions,danangtourscity,https://danangtourscity.com/french-village-ba-na-hills/
TOUR-013,pending_review,False,,,Am Phu Cave Tour with Marble Mountain & Lady Buddha - HoiAn Day Trip Company,hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; My Son; Marble Mountains; Son Tra,1125000.0,from $45,4 hours,Pickup time 8,https://hoiandaytrip.com/wp-content/uploads/2024/10/Asset-1@4x.png,8,8,8,8,,hoiandaytrip,https://hoiandaytrip.com/am-phu-cave-tour/
TOUR-014,pending_review,False,,,Ba Na Hills Afternoon Tour with Golden Hands Bridge - HoiAn Day Trip Company,hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; My Son; Marble Mountains; Son Tra,2125000.0,from $85,5 hours,Pickup time 1,https://hoiandaytrip.com/wp-content/uploads/2024/10/Asset-1@4x.png,8,8,8,8,,hoiandaytrip,https://hoiandaytrip.com/ba-na-hills-afternoon-tour/
TOUR-015,pending_review,False,,,Ba Na Hills Early Morning Tour to Beat the Crowds - HoiAn Day Trip Company,hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; My Son; Marble Mountains; Son Tra,2125000.0,from $85,5 hours,Pickup time 7,https://hoiandaytrip.com/wp-content/uploads/2024/10/Asset-1@4x.png,8,8,8,8,,hoiandaytrip_bana,https://hoiandaytrip.com/ba-na-hills-early-morning-tour/
TOUR-016,pending_review,False,,,"Ba Na Hills Night Tour with Golden Bridge, Dinner & Cabaret Show - HoiAn Day Trip Company",hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; My Son; Marble Mountains; Son Tra,2200000.0,from $88,6 hours,Pickup time 2,https://hoiandaytrip.com/wp-content/uploads/2024/10/Asset-1@4x.png,8,8,8,0,,hoiandaytrip_bana,https://hoiandaytrip.com/ba-na-hills-night-tour/
TOUR-017,pending_review,False,,,From Danang: My Son Holyland & Rice Paper Making Morning Tour,venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue; My Son,775250.0,From $31.01,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venus_cham_island,https://venusvietnamtravel.com/my-son-holyland-rice-paper-making-morning-tour/
TOUR-018,pending_review,False,,,Hoi An City Tour – Boat Ride – Release Flower Lantern,venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue,641250.0,From $25.65,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venus_cham_island,https://venusvietnamtravel.com/hoi-an-boat-ride/
TOUR-019,pending_review,False,,,Marble Mountains – Monkey Mountain – Am Phu Cave Morning Tour,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue; Marble Mountains; Son Tra,603000.0,From $24.12,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venus_cham_island,https://venusvietnamtravel.com/marble-mountains-monkey-mountain-am-phu-cave-morning-tour/
TOUR-020,pending_review,False,,,Marble Mountains – Monkey Mountain – Am Phu Cave Sunset Tour,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue; Marble Mountains; Son Tra,545500.0,From $21.82,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venus_cham_island,https://venusvietnamtravel.com/marble-mountains-am-phu-cave-monkey-mountains-sunset-tour/
TOUR-021,pending_review,False,,,3 Traditional Handicraft Villages In 1 Tour,venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue,976250.0,From $39.05,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venusvietnamtravel,https://venusvietnamtravel.com/3-traditional-handicraft-villages-in-1-tour/
TOUR-022,pending_review,False,,,AFTERNOON BA NA HILLS – GOLDEN BRIDGE & DRAGON BRIDGE BY NIGHT TOUR,venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills,1540750.0,From $61.63,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venusvietnamtravel,https://venusvietnamtravel.com/afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour/
TOUR-023,pending_review,False,,,Cam Thanh Coconut Jungle Muslim Tour,venusvietnamtravel-cam-thanh-coconut-jungle-muslim-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue,0,,2 Days,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_price; missing_itinerary,venusvietnamtravel,https://venusvietnamtravel.com/cam-thanh-coconut-jungle-muslim-tour/
TOUR-024,pending_review,False,,,Cam Thanh Cooking Class & My Son Holy Land Full-Day Tour,venusvietnamtravel-cam-thanh-cooking-class-my-son-holy-land-full-day-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue; My Son,1215500.0,From $48.62,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venusvietnamtravel,https://venusvietnamtravel.com/cam-thanh-cooking-class-my-son-holy-land-full-day-tour/
TOUR-025,pending_review,False,,,Cam Thanh Eco Tour - My Son Holy Land Full-day Tour,venusvietnamtravel-cam-thanh-eco-tour-my-son-holy-land-full-day-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue; My Son,1215500.0,From $48.62,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venusvietnamtravel,https://venusvietnamtravel.com/cam-thanh-coconut-jungle-my-son-sanctuary-full-day-tour/
TOUR-026,pending_review,False,,,Cham Island Sightseeing & Snorkeling Tour,venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel,tour-hoi-an,Da Nang; Hoi An; Hue; Cu Lao Cham,765750.0,From $30.63,Half Day,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,https://static.tacdn.com/img2/travelers_choice/widgets/tchotel_2025_L.png,8,0,8,8,missing_itinerary,venusvietnamtravel,https://venusvietnamtravel.com/cham-island-sightseeing-and-snorkeling-tour/
TOUR-027,pending_review,False,,,The best quality Daily Group Tour package in Vietnam,vietnamadventure-danang-the-best-quality-daily-group-tour-package-in-vietnam,tour-hoi-an,Da Nang; Hoi An; Hue,475000.0,From $ 19,3 Days,Departure Time,https://vietnamadventuretour.com.vn/wp-content/uploads/2025/03/bg-01.png,8,0,0,0,missing_itinerary; missing_inclusions,vietnamadventure_danang,https://vietnamadventuretour.com.vn/daily-group-tour/
TOUR-028,pending_review,False,,,Vietnam Luxury Tour - Experience your trip with 5-star class,vietnamadventure-danang-vietnam-luxury-tour-experience-your-trip-with-5-star-class,tour-hoi-an,Da Nang; Hoi An; Hue,600000.0,From $ 24,3 Days,,https://vietnamadventuretour.com.vn/wp-content/uploads/2025/03/bg-01.png,8,0,0,0,missing_itinerary; missing_inclusions,vietnamadventure_danang,https://vietnamadventuretour.com.vn/luxury-tour/
TOUR-029,pending_review,False,,,Da Nang Shore Excursions From Tien Sa Port - Deluxe Tours,vmtravel-da-nang-shore-excursions-from-tien-sa-port-deluxe-tours,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; Son Tra,750000.0,From $30,3 Days,departing from Tien Sa Port,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,0,0,0,missing_itinerary; missing_inclusions,vmtravel,https://vmtravel.com/da-nang-shore-excursions-from-tien-sa-port/
TOUR-030,pending_review,False,,,Hue Shore Excursions From Chan May Port - Book 1 Day Tour,vmtravel-hue-shore-excursions-from-chan-may-port-book-1-day-tour,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; My Son,750000.0,From $30,1 Day,,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,0,0,0,missing_itinerary; missing_inclusions,vmtravel,https://vmtravel.com/hue-shore-excursions-from-chan-may-port/
TOUR-031,pending_review,False,,,Ba Na Hills And Golden Bridge Tour From Tien Sa Port,vmtravel-danang-shore-ba-na-hills-and-golden-bridge-tour-from-tien-sa-port,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills,750000.0,From $30,3 Days,Pickup inside of the port or Pickup outside of the port,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,8,8,8,,vmtravel_danang_shore,https://vmtravel.com/tours/ba-na-hills-and-golden-bridge-tour-from-tien-sa/
TOUR-032,pending_review,False,,,Da Nang City Tour From Tien Sa Port - Explore and Shopping,vmtravel-danang-shore-da-nang-city-tour-from-tien-sa-port-explore-and-shopping,tour-hoi-an,Da Nang; Hoi An; Hue; Son Tra,750000.0,From $30,3 Days,Pickup inside of the port or Pickup outside of the port,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,8,8,8,,vmtravel_danang_shore,https://vmtravel.com/tours/da-nang-city-tour-from-tien-sa-port/
TOUR-033,pending_review,False,,,Hoi An Day Tour from Tien Sa Port - Hoi An Shore Excursions,vmtravel-danang-shore-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions,tour-hoi-an,Da Nang; Hoi An; Hue,750000.0,From $30,3 Days,Pickup inside of the port or Pickup outside of the port,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,8,8,8,,vmtravel_danang_shore,https://vmtravel.com/tours/hoi-an-day-tour-from-tien-sa-port/
TOUR-034,pending_review,False,,,My Son Sanctuary Tour From Tien Sa Port - Explore Now,vmtravel-danang-shore-my-son-sanctuary-tour-from-tien-sa-port-explore-now,tour-hoi-an,Da Nang; Hoi An; Hue; My Son,750000.0,From $30,3 Days,Pickup inside of the port or Pickup outside of the port,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,8,8,8,,vmtravel_danang_shore,https://vmtravel.com/tours/my-son-sanctuary-tour-from-tien-sa-port/
TOUR-035,pending_review,False,,,Bana Hills Day Trip from Chan May Port: Best Shore Excursion,vmtravel-hue-shore-bana-hills-day-trip-from-chan-may-port-best-shore-excursion,tour-ba-na-hills,Da Nang; Hoi An; Hue; Ba Na Hills; Son Tra,750000.0,From $30,3 Days,departs,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,8,0,0,missing_inclusions,vmtravel_hue_shore,https://vmtravel.com/tours/bana-hills-day-trip-from-chan-may-port/
TOUR-036,pending_review,False,,,Hue Imperial Tour from Chan May Port: Best Shore Excursions,vmtravel-hue-shore-hue-imperial-tour-from-chan-may-port-best-shore-excursions,tour-hoi-an,Da Nang; Hoi An; Hue,750000.0,From $30,3 Days,Pickup,https://vmtravel.com/wp-content/uploads/2023/06/700x900.jpg,8,8,8,8,,vmtravel_hue_shore,https://vmtravel.com/tours/hue-imperial-tour-from-chan-may-port/
