schedule_review_id,tour_slug,tour_name,review_status,approve_for_seed,start_date,end_date,max_people,booked_people,price_adult,price_child,price_infant,status,booking_availability,departure_code,departure_place,start_time,start_time_source,booking_deadline,schedule_pattern,review_flags,fix_notes,source_url
dananglocaltours-bach-ma-national-park-tour-from-da-nang-da-nang-local-tours-SCH-03,dananglocaltours-bach-ma-national-park-tour-from-da-nang-da-nang-local-tours,Bach Ma National Park Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-06,2026-06-06,30,0,1100000.0,0.0,0.0,available,open,DBMN-20260606-03,"Departure We will pick you up at the rendezvous, then we depart for Bach Ma National Park",08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/bach-ma-national-park-tour/
dananglocaltours-bach-ma-national-park-tour-from-da-nang-da-nang-local-tours-SCH-04,dananglocaltours-bach-ma-national-park-tour-from-da-nang-da-nang-local-tours,Bach Ma National Park Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-07,2026-06-07,30,0,1100000.0,0.0,0.0,available,open,DBMN-20260607-04,"Departure We will pick you up at the rendezvous, then we depart for Bach Ma National Park",08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/bach-ma-national-park-tour/
dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours-SCH-01,dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours,Basket Boat Hoi An Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-04,2026-06-04,30,0,1075000.0,0.0,0.0,available,open,DBBH-20260604-01,"departure for Cam Thanh, Hoian",08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/basket-boat-hoi-an-tour/
dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours-SCH-02,dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours,Basket Boat Hoi An Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-05,2026-06-05,30,0,1075000.0,0.0,0.0,available,open,DBBH-20260605-02,"departure for Cam Thanh, Hoian",08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/basket-boat-hoi-an-tour/
dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours-SCH-03,dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours,Basket Boat Hoi An Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-06,2026-06-06,30,0,1075000.0,0.0,0.0,available,open,DBBH-20260606-03,"departure for Cam Thanh, Hoian",08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/basket-boat-hoi-an-tour/
dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours-SCH-04,dananglocaltours-basket-boat-hoi-an-tour-from-da-nang-da-nang-local-tours,Basket Boat Hoi An Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-07,2026-06-07,30,0,1075000.0,0.0,0.0,available,open,DBBH-20260607-04,"departure for Cam Thanh, Hoian",08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/basket-boat-hoi-an-tour/
dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1-SCH-01,dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1,Cham Island Snorkeling Tour From Da Nang Good Price #1,approved,True,2026-06-04,2026-06-04,30,0,1125000.0,0.0,0.0,available,open,DCIS-20260604-01,departing for Cua Dai port in Hoian,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/cham-island-snorkeling-tour/
dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1-SCH-02,dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1,Cham Island Snorkeling Tour From Da Nang Good Price #1,approved,True,2026-06-05,2026-06-05,30,0,1125000.0,0.0,0.0,available,open,DCIS-20260605-02,departing for Cua Dai port in Hoian,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/cham-island-snorkeling-tour/
dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1-SCH-03,dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1,Cham Island Snorkeling Tour From Da Nang Good Price #1,approved,True,2026-06-06,2026-06-06,30,0,1125000.0,0.0,0.0,available,open,DCIS-20260606-03,departing for Cua Dai port in Hoian,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/cham-island-snorkeling-tour/
dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1-SCH-04,dananglocaltours-cham-island-snorkeling-tour-from-da-nang-good-price-1,Cham Island Snorkeling Tour From Da Nang Good Price #1,approved,True,2026-06-07,2026-06-07,30,0,1125000.0,0.0,0.0,available,open,DCIS-20260607-04,departing for Cua Dai port in Hoian,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/cham-island-snorkeling-tour/
dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours-SCH-01,dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours,Hoa Phu Thanh waterfall sliding daily tour - Da Nang Local Tours,approved,True,2026-06-04,2026-06-04,30,0,1150000.0,0.0,0.0,available,open,DHPT-20260604-01,"Depart for Hoa Phu Thanh tourist site (Hoa Phu Village, Hoa Vang Ward, Da Nang City)",08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hoa-phu-thanh-waterfall-sliding-daily-tour/
dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours-SCH-02,dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours,Hoa Phu Thanh waterfall sliding daily tour - Da Nang Local Tours,approved,True,2026-06-05,2026-06-05,30,0,1150000.0,0.0,0.0,available,open,DHPT-20260605-02,"Depart for Hoa Phu Thanh tourist site (Hoa Phu Village, Hoa Vang Ward, Da Nang City)",08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hoa-phu-thanh-waterfall-sliding-daily-tour/
dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours-SCH-03,dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours,Hoa Phu Thanh waterfall sliding daily tour - Da Nang Local Tours,approved,True,2026-06-06,2026-06-06,30,0,1150000.0,0.0,0.0,available,open,DHPT-20260606-03,"Depart for Hoa Phu Thanh tourist site (Hoa Phu Village, Hoa Vang Ward, Da Nang City)",08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hoa-phu-thanh-waterfall-sliding-daily-tour/
dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours-SCH-04,dananglocaltours-hoa-phu-thanh-waterfall-sliding-daily-tour-da-nang-local-tours,Hoa Phu Thanh waterfall sliding daily tour - Da Nang Local Tours,approved,True,2026-06-07,2026-06-07,30,0,1150000.0,0.0,0.0,available,open,DHPT-20260607-04,"Depart for Hoa Phu Thanh tourist site (Hoa Phu Village, Hoa Vang Ward, Da Nang City)",08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hoa-phu-thanh-waterfall-sliding-daily-tour/
dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours-SCH-01,dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours,Hue Tour From Da Nang Good Price #1 - Da Nang Local Tours,approved,True,2026-06-04,2026-06-04,30,0,1475000.0,0.0,0.0,available,open,DBBH-20260604-01,departing daily from Da Nang by Da Nang Local Tours,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hue-tour-from-da-nang/
dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours-SCH-02,dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours,Hue Tour From Da Nang Good Price #1 - Da Nang Local Tours,approved,True,2026-06-05,2026-06-05,30,0,1475000.0,0.0,0.0,available,open,DBBH-20260605-02,departing daily from Da Nang by Da Nang Local Tours,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hue-tour-from-da-nang/
dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours-SCH-03,dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours,Hue Tour From Da Nang Good Price #1 - Da Nang Local Tours,approved,True,2026-06-06,2026-06-06,30,0,1475000.0,0.0,0.0,available,open,DBBH-20260606-03,departing daily from Da Nang by Da Nang Local Tours,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hue-tour-from-da-nang/
dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours-SCH-04,dananglocaltours-basket-boat-hue-tour-from-da-nang-good-price-1-da-nang-local-tours,Hue Tour From Da Nang Good Price #1 - Da Nang Local Tours,approved,True,2026-06-07,2026-06-07,30,0,1475000.0,0.0,0.0,available,open,DBBH-20260607-04,departing daily from Da Nang by Da Nang Local Tours,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/hue-tour-from-da-nang/
dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours-SCH-01,dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours,Marble Mountain Hoi An Tour Good Price #1 - Da Nang Local Tours,approved,True,2026-06-04,2026-06-04,30,0,975000.0,0.0,0.0,available,open,DBBM-20260604-01,Da Nang / operator pickup point,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/marble-mountain-hoi-an-tour/
dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours-SCH-02,dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours,Marble Mountain Hoi An Tour Good Price #1 - Da Nang Local Tours,approved,True,2026-06-05,2026-06-05,30,0,975000.0,0.0,0.0,available,open,DBBM-20260605-02,Da Nang / operator pickup point,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/marble-mountain-hoi-an-tour/
dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours-SCH-03,dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours,Marble Mountain Hoi An Tour Good Price #1 - Da Nang Local Tours,approved,True,2026-06-06,2026-06-06,30,0,975000.0,0.0,0.0,available,open,DBBM-20260606-03,Da Nang / operator pickup point,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/marble-mountain-hoi-an-tour/
dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours-SCH-04,dananglocaltours-basket-boat-marble-mountain-hoi-an-tour-good-price-1-da-nang-local-tours,Marble Mountain Hoi An Tour Good Price #1 - Da Nang Local Tours,approved,True,2026-06-07,2026-06-07,30,0,975000.0,0.0,0.0,available,open,DBBM-20260607-04,Da Nang / operator pickup point,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/marble-mountain-hoi-an-tour/
dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours-SCH-01,dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours,My Son Sanctuary Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-04,2026-06-04,30,0,1025000.0,0.0,0.0,available,open,DBBM-20260604-01,"departure We will pick you up at rendezvous, and then we go to visit My Son Sanctuary – o",08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/my-son-sanctuary-tour/
dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours-SCH-02,dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours,My Son Sanctuary Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-05,2026-06-05,30,0,1025000.0,0.0,0.0,available,open,DBBM-20260605-02,"departure We will pick you up at rendezvous, and then we go to visit My Son Sanctuary – o",08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/my-son-sanctuary-tour/
dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours-SCH-03,dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours,My Son Sanctuary Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-06,2026-06-06,30,0,1025000.0,0.0,0.0,available,open,DBBM-20260606-03,"departure We will pick you up at rendezvous, and then we go to visit My Son Sanctuary – o",08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/my-son-sanctuary-tour/
dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours-SCH-04,dananglocaltours-basket-boat-my-son-sanctuary-tour-from-da-nang-da-nang-local-tours,My Son Sanctuary Tour From Da Nang - Da Nang Local Tours,approved,True,2026-06-07,2026-06-07,30,0,1025000.0,0.0,0.0,available,open,DBBM-20260607-04,"departure We will pick you up at rendezvous, and then we go to visit My Son Sanctuary – o",08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/my-son-sanctuary-tour/
dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1-SCH-01,dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1,Nui Than Tai Hot Spring Park Tour From Da Nang Good Price #1,approved,True,2026-06-04,2026-06-04,30,0,1225000.0,0.0,0.0,available,open,DBBN-20260604-01,Departure Pick up your hotel in Da Nang city center for Nui Than Tai Hot Spring Park Tour,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/nui-than-tai-hot-spring-park-tour/
dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1-SCH-02,dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1,Nui Than Tai Hot Spring Park Tour From Da Nang Good Price #1,approved,True,2026-06-05,2026-06-05,30,0,1225000.0,0.0,0.0,available,open,DBBN-20260605-02,Departure Pick up your hotel in Da Nang city center for Nui Than Tai Hot Spring Park Tour,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/nui-than-tai-hot-spring-park-tour/
dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1-SCH-03,dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1,Nui Than Tai Hot Spring Park Tour From Da Nang Good Price #1,approved,True,2026-06-06,2026-06-06,30,0,1225000.0,0.0,0.0,available,open,DBBN-20260606-03,Departure Pick up your hotel in Da Nang city center for Nui Than Tai Hot Spring Park Tour,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/nui-than-tai-hot-spring-park-tour/
dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1-SCH-04,dananglocaltours-basket-boat-nui-than-tai-hot-spring-park-tour-from-da-nang-good-price-1,Nui Than Tai Hot Spring Park Tour From Da Nang Good Price #1,approved,True,2026-06-07,2026-06-07,30,0,1225000.0,0.0,0.0,available,open,DBBN-20260607-04,Departure Pick up your hotel in Da Nang city center for Nui Than Tai Hot Spring Park Tour,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/nui-than-tai-hot-spring-park-tour/
dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour-SCH-01,dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour,Son Tra Peninsula - Marble Mountains - Hoian Daily Tour,approved,True,2026-06-04,2026-06-04,30,0,1175000.0,0.0,0.0,available,open,DBBS-20260604-01,depart for marble mountain,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/son-tra-peninsula-marble-mountains-hoian-daily-tour/
dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour-SCH-02,dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour,Son Tra Peninsula - Marble Mountains - Hoian Daily Tour,approved,True,2026-06-05,2026-06-05,30,0,1175000.0,0.0,0.0,available,open,DBBS-20260605-02,depart for marble mountain,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/son-tra-peninsula-marble-mountains-hoian-daily-tour/
dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour-SCH-03,dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour,Son Tra Peninsula - Marble Mountains - Hoian Daily Tour,approved,True,2026-06-06,2026-06-06,30,0,1175000.0,0.0,0.0,available,open,DBBS-20260606-03,depart for marble mountain,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/son-tra-peninsula-marble-mountains-hoian-daily-tour/
dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour-SCH-04,dananglocaltours-basket-boat-son-tra-peninsula-marble-mountains-hoian-daily-tour,Son Tra Peninsula - Marble Mountains - Hoian Daily Tour,approved,True,2026-06-07,2026-06-07,30,0,1175000.0,0.0,0.0,available,open,DBBS-20260607-04,depart for marble mountain,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://dananglocaltours.com/tour/son-tra-peninsula-marble-mountains-hoian-daily-tour/
danangtourscity-french-village-ba-na-hills-da-nang-tours-SCH-01,danangtourscity-french-village-ba-na-hills-da-nang-tours,French Village Ba Na Hills - Da Nang Tours,approved,True,2026-06-04,2026-06-04,30,0,1090000.0,0.0,0.0,available,open,DFVB-20260604-01,Da Nang / operator pickup point,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary; missing_inclusions,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://danangtourscity.com/french-village-ba-na-hills/
danangtourscity-french-village-ba-na-hills-da-nang-tours-SCH-02,danangtourscity-french-village-ba-na-hills-da-nang-tours,French Village Ba Na Hills - Da Nang Tours,approved,True,2026-06-05,2026-06-05,30,0,1090000.0,0.0,0.0,available,open,DFVB-20260605-02,Da Nang / operator pickup point,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary; missing_inclusions,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://danangtourscity.com/french-village-ba-na-hills/
