catalog_index,tour_name,tour_slug,source_url,photo_index,is_primary,provider,provider_photo_id,provider_page_url,photographer,photographer_url,image_url,image_alt,local_file,local_path,content_type,bytes,sha256,width,height,cloudinary_public_id,cloudinary_resource_type,status,error,rights_note,duplicate_of_cloudinary_public_id
4,Ba Na Hills Tour From Da Nang 1 Day Tour: Deluxe Group Tour,vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour,https://vmtravel.com/tours/ba-na-hills-tour-from-da-nang/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/09/Bana-Hills-in-December.jpg,,tour-004__vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour__p02__vmtravel-bana-hills-in-december.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-004__vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour__p02__vmtravel-bana-hills-in-december.jpg,image/jpeg,707911,d4b8a51e5e477059af623e211d975ec0b0aca2d2418fb07a6bc3a5efeeb713bd,,,danangtrip/tours/vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour/tour-004__vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour__p02__vmtravel-bana-hills-in-december,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
4,Ba Na Hills Tour From Da Nang 1 Day Tour: Deluxe Group Tour,vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour,https://vmtravel.com/tours/ba-na-hills-tour-from-da-nang/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/bana-hill-tour-from-hoi-an.jpg,,tour-004__vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour__p03__vmtravel-bana-hill-tour-from-hoi-an.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-004__vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour__p03__vmtravel-bana-hill-tour-from-hoi-an.jpg,image/jpeg,793146,9bfc98f2fe7170a383b8952c8f9cfcb37681bd1f2afb957e40f200d4ed93e2a4,,,danangtrip/tours/vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour/tour-004__vmtravel-central-003-ba-na-hills-tour-from-da-nang-1-day-tour-deluxe-group-tour__p03__vmtravel-bana-hill-tour-from-hoi-an,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
5,Ba Na Hills Tour From Hoi An - Exquisite Delight 1 Day Tour,vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour,https://vmtravel.com/tours/ba-na-hills-tour-from-hoi-an/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/bana-hills-danang.jpg,,tour-005__vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour__p02__vmtravel-bana-hills-danang.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-005__vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour__p02__vmtravel-bana-hills-danang.jpg,image/jpeg,610470,f63f7659479a18ee2b0fe6b2aa91f96ac7cbbce478de9fd0471d6af671de4d8d,,,danangtrip/tours/vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour/tour-005__vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour__p02__vmtravel-bana-hills-danang,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
5,Ba Na Hills Tour From Hoi An - Exquisite Delight 1 Day Tour,vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour,https://vmtravel.com/tours/ba-na-hills-tour-from-hoi-an/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/French-Village.jpg,,tour-005__vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour__p03__vmtravel-french-village.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-005__vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour__p03__vmtravel-french-village.jpg,image/jpeg,737854,2d689882104c30acb109c3d91d8f3d685177745e109653c0fe57b2c8a86ab0c4,,,danangtrip/tours/vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour/tour-005__vmtravel-central-004-ba-na-hills-tour-from-hoi-an-exquisite-delight-1-day-tour__p03__vmtravel-french-village,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
6,Bana Hills Day Tour - Book 1 Day Tour in Da Nang - Best Trip,vmtravel-central-005-bana-hills-day-tour-book-1-day-tour-in-da-nang-best-trip,https://vmtravel.com/tours/bana-hills-day-tour-private-tours/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/explore-Golden-Bridge.jpg,,tour-006__vmtravel-central-005-bana-hills-day-tour-book-1-day-tour-in-da-nang-best-trip__p01__vmtravel-explore-golden-bridge.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-006__vmtravel-central-005-bana-hills-day-tour-book-1-day-tour-in-da-nang-best-trip__p01__vmtravel-explore-golden-bridge.jpg,image/jpeg,759957,012c04d5b7d3950adde803653c4900fab9d4d8c71405d78760f59df529de4036,,,danangtrip/tours/vmtravel-central-005-bana-hills-day-tour-book-1-day-tour-in-da-nang-best-trip/tour-006__vmtravel-central-005-bana-hills-day-tour-book-1-day-tour-in-da-nang-best-trip__p01__vmtravel-explore-golden-bridge,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
7,Cham Island Sightseeing & Snorkeling Tour,recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel,https://venusvietnamtravel.com/cham-island-sightseeing-and-snorkeling-tour/,1,True,venus,,,,,https://venus-cdn.b-cdn.net/wp-content/uploads/2022/06/cu-lao-cham-2-e1700123421497.jpg,,tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p01__venus-cu-lao-cham-2-e1700123421497.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p01__venus-cu-lao-cham-2-e1700123421497.jpg,image/jpeg,117031,9f39db89ad571b499fbbbe1661ac0659c4618190514c0475f713da166eade9c4,,,danangtrip/tours/recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel/tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p01__venus-cu-lao-cham-2-e1700123421497,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
7,Cham Island Sightseeing & Snorkeling Tour,recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel,https://venusvietnamtravel.com/cham-island-sightseeing-and-snorkeling-tour/,2,False,pexels,5116361,https://www.pexels.com/photo/linckia-laevigata-starfish-on-acropora-corals-growing-undersea-5116361/,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,https://images.pexels.com/photos/5116361/pexels-photo-5116361.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Cham Island Sightseeing & Snorkeling Tour - Pexels candidate for Cham Island Vietnam snorkeling,tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p02__pexels-5116361.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p02__pexels-5116361.jpg,image/jpeg,469161,e2f2ada956611c3b530b5b87037360eedc7ae484a63a7ea6c8e8f0d78fb399a9,,,danangtrip/tours/recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel/tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p02__pexels-5116361,image,already_downloaded,,Pexels attribution metadata retained; verify final usage terms.,
7,Cham Island Sightseeing & Snorkeling Tour,recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel,https://venusvietnamtravel.com/cham-island-sightseeing-and-snorkeling-tour/,3,False,pexels,27506369,https://www.pexels.com/photo/swimming-27506369/,Woki Nguyn,https://www.pexels.com/@woki-nguyn-736232093,https://images.pexels.com/photos/27506369/pexels-photo-27506369.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Cham Island Sightseeing & Snorkeling Tour - Pexels candidate for Cham Island Vietnam snorkeling,tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p03__pexels-27506369.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p03__pexels-27506369.jpg,image/jpeg,448648,a44295265884be3efbb284ef354e666ce8991d92bd69ea58e773f8c14c47a011,,,danangtrip/tours/recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel/tour-007__recrawl-022-venusvietnamtravel-cham-island-sightseeing-snorkeling-tour-venustravel__p03__pexels-27506369,image,already_downloaded,,Pexels attribution metadata retained; verify final usage terms.,
8,Cham Island Snorkeling Tour from Hoi An or Da Nang,vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang,https://vmtravel.com/tours/cham-island-snorkeling-tour/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2024/01/snockerling-in-cham-island.jpg,,tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p01__vmtravel-snockerling-in-cham-island.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p01__vmtravel-snockerling-in-cham-island.jpg,image/jpeg,861037,6d98fda55784393e0ae51801782c37ac334d54ed18ae55bfe9349f372d4aa414,,,danangtrip/tours/vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang/tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p01__vmtravel-snockerling-in-cham-island,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
8,Cham Island Snorkeling Tour from Hoi An or Da Nang,vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang,https://vmtravel.com/tours/cham-island-snorkeling-tour/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2025/05/cham-island-tour-from-da-nang.jpg,,tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p02__vmtravel-cham-island-tour-from-da-nang.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p02__vmtravel-cham-island-tour-from-da-nang.jpg,image/jpeg,508908,b29d84e090b147c22cc92f87bb7057d5103a2448f600520fa4f02fb221581d1f,,,danangtrip/tours/vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang/tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p02__vmtravel-cham-island-tour-from-da-nang,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
8,Cham Island Snorkeling Tour from Hoi An or Da Nang,vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang,https://vmtravel.com/tours/cham-island-snorkeling-tour/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2024/01/cu-lao-cham.jpg,,tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p03__vmtravel-cu-lao-cham.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p03__vmtravel-cu-lao-cham.jpg,image/jpeg,1091250,8dd9fe65a77c5e882a97048b5892f60158e170c6abde39eb27914750ce9d8091,,,danangtrip/tours/vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang/tour-008__vmtravel-central-006-cham-island-snorkeling-tour-from-hoi-an-or-da-nang__p03__vmtravel-cu-lao-cham,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
9,Da Nang City Tour - Deluxe Group Tour,vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel,https://vmtravel.com/tours/da-nang-city-tour-deluxe-group/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/09/danang-tour.jpg,,tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p01__vmtravel-danang-tour.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p01__vmtravel-danang-tour.jpg,image/jpeg,707028,84c687c2b8bdaca2b472ac6780da1d4c1bf004446c51cdb2cf01bbdcfeec8845,,,danangtrip/tours/vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel/tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p01__vmtravel-danang-tour,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
