id,name,slug,status,address,district,ward,latitude,longitude,phone,website,opening_hours,price_min,price_max,avg_rating,review_count,thumbnail,images,category_name,category_slug,review_score,review_bucket,review_reasons
162,Chi House Hotel & Apartment,chi-house-hotel-apartment,inactive,"42, Duong Lam Hoanh, Da Nang",Da Nang,,16.06173240,108.24520050,,https://chihousedanang.com/,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559452/danangtrip/locations/chi-house-hotel-apartment/loc-162__chi-house-hotel-apartment__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559452/danangtrip/locations/chi-house-hotel-apartment/loc-162__chi-house-hotel-apartment__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
163,ChiPa Homestay,chipa-homestay,inactive,"1A, Duong Pham Van Nghi, Da Nang",Da Nang,,16.05893810,108.20946020,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559455/danangtrip/locations/chipa-homestay/loc-163__chipa-homestay__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559455/danangtrip/locations/chipa-homestay/loc-163__chipa-homestay__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
170,Dai Long hotel,dai-long-hotel,inactive,"194, Duong Ha Huy Tap, Da Nang",Da Nang,,16.06237710,108.19188610,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559476/danangtrip/locations/dai-long-hotel/loc-170__dai-long-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559476/danangtrip/locations/dai-long-hotel/loc-170__dai-long-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
171,Dan Oasis Hotel,dan-oasis-hotel,inactive,"A2.3, Hoang Sa, Son Tra, Da Nang",Son Tra,,16.09549440,108.25202720,+84 2363 925688,http://www.danoasis.com/,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559479/danangtrip/locations/dan-oasis-hotel/loc-171__dan-oasis-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559479/danangtrip/locations/dan-oasis-hotel/loc-171__dan-oasis-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
172,Danang Backpackers Hostel,danang-backpackers-hostel,inactive,"106, Nguyen Chi Thanh, Da Nang",Da Nang,,16.06976360,108.22106380,,http://danangbackpackershostel.com,"{""raw"": ""24/7""}",,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559482/danangtrip/locations/danang-backpackers-hostel/loc-172__danang-backpackers-hostel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559482/danangtrip/locations/danang-backpackers-hostel/loc-172__danang-backpackers-hostel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
175,Diamond Beach,diamond-beach,inactive,"22, Chinh Huu, Da Nang",Da Nang,,16.07416850,108.23957030,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559490/danangtrip/locations/diamond-beach/loc-175__diamond-beach__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559490/danangtrip/locations/diamond-beach/loc-175__diamond-beach__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
177,DTC Hotel,dtc-hotel,inactive,"252B, Duong Vo Nguyen Giap, Da Nang",Da Nang,,16.06264680,108.24606730,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559496/danangtrip/locations/dtc-hotel/loc-177__dtc-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559496/danangtrip/locations/dtc-hotel/loc-177__dtc-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
178,Ecodanang,ecodanang,inactive,"31, Duong Dinh Nghe, Da Nang",Da Nang,,16.06841000,108.23891000,,http://Facebook.com/ecodananghotel,"{""raw"": ""24/7""}",,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559499/danangtrip/locations/ecodanang/loc-178__ecodanang__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559499/danangtrip/locations/ecodanang/loc-178__ecodanang__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
179,Faifo Hotel,faifo-hotel,inactive,"200, Hai Phong, Da Nang",Da Nang,,16.07126510,108.20987820,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559502/danangtrip/locations/faifo-hotel/loc-179__faifo-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559502/danangtrip/locations/faifo-hotel/loc-179__faifo-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
181,Fedora Hostel,fedora-hostel,inactive,"284/9, Duong Dien Bien Phu, Da Nang",Da Nang,,16.06630130,108.19393860,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559510/danangtrip/locations/fedora-hostel/loc-181__fedora-hostel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559510/danangtrip/locations/fedora-hostel/loc-181__fedora-hostel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
182,Flora Hotel,flora-hotel,inactive,"103, Duong Nguyen Van Linh, Da Nang",Da Nang,,16.06071190,108.21847920,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559513/danangtrip/locations/flora-hotel/loc-182__flora-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559513/danangtrip/locations/flora-hotel/loc-182__flora-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
183,Fusion Suites,fusion-suites,inactive,"88, Duong Vo Nguyen Giap, Da Nang",Da Nang,,16.08107790,108.24697000,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559516/danangtrip/locations/fusion-suites/loc-183__fusion-suites__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559516/danangtrip/locations/fusion-suites/loc-183__fusion-suites__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
185,Green Balcony Hostel & Coffee,green-balcony-hostel-coffee,inactive,"01, Suong Nguyet Anh, Da Nang",Da Nang,,16.06831580,108.24044770,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559522/danangtrip/locations/green-balcony-hostel-coffee/loc-185__green-balcony-hostel-coffee__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559522/danangtrip/locations/green-balcony-hostel-coffee/loc-185__green-balcony-hostel-coffee__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
188,Hai Yen Hotel,hai-yen-hotel,inactive,"428, Duong Lam Hoanh, Da Nang",Da Nang,,16.06150010,108.24530320,,https://m.facebook.com/khachsandanangkhachsangiare/,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559532/danangtrip/locations/hai-yen-hotel/loc-188__hai-yen-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559532/danangtrip/locations/hai-yen-hotel/loc-188__hai-yen-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
189,Hana Homestay Danang,hana-homestay-danang,inactive,"84, Duong Thach Lam, Ngu Hanh Son, DA NANG",Ngu Hanh Son,,16.05652870,108.24452980,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559535/danangtrip/locations/hana-homestay-danang/loc-189__hana-homestay-danang__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559535/danangtrip/locations/hana-homestay-danang/loc-189__hana-homestay-danang__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
192,Herriott,herriott,inactive,"7, Duong Le Van Quy, Danang",Da Nang,,16.07180930,108.23865100,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559544/danangtrip/locations/herriott/loc-192__herriott__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559544/danangtrip/locations/herriott/loc-192__herriott__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
193,Hilary Hotel,hilary-hotel,inactive,"128, Ho Nghinh, Son Tra, Da Nang",Son Tra,,16.07335880,108.24293920,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559547/danangtrip/locations/hilary-hotel/loc-193__hilary-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559547/danangtrip/locations/hilary-hotel/loc-193__hilary-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
194,Hilton Garden Inn Da Nang,hilton-garden-inn-da-nang,inactive,"96, Duong Vo Nguyen Giap, Son Tra",Da Nang,,16.08010310,108.24641780,,https://www.hilton.com/en/hotels/daddagi-hilton-garden-inn-da-nang/,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559551/danangtrip/locations/hilton-garden-inn-da-nang/loc-194__hilton-garden-inn-da-nang__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559551/danangtrip/locations/hilton-garden-inn-da-nang/loc-194__hilton-garden-inn-da-nang__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
195,Hoang Phuong Hotel,hoang-phuong-hotel,inactive,"Nguyen Huu Tho, Da Nang",Da Nang,,16.04090900,108.21076620,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559554/danangtrip/locations/hoang-phuong-hotel/loc-195__hoang-phuong-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559554/danangtrip/locations/hoang-phuong-hotel/loc-195__hoang-phuong-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
196,Hodi Hotel,hodi-hotel,inactive,"12-14, Duong An Thuong 26, Da Nang",Da Nang,,16.05511000,108.24454990,,https://www.hodihotel.com/,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559557/danangtrip/locations/hodi-hotel/loc-196__hodi-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559557/danangtrip/locations/hodi-hotel/loc-196__hodi-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
197,Homestay Halley,homestay-halley,inactive,"37, Duong Dao Cam Moc, Da Nang",Da Nang,,16.04335700,108.21201250,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559561/danangtrip/locations/homestay-halley/loc-197__homestay-halley__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559561/danangtrip/locations/homestay-halley/loc-197__homestay-halley__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
198,Homestay Heo Dat,homestay-heo-dat,inactive,"32, Duong Dao Cam Moc, Da Nang",Da Nang,,16.04343460,108.21210300,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559563/danangtrip/locations/homestay-heo-dat/loc-198__homestay-heo-dat__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559563/danangtrip/locations/homestay-heo-dat/loc-198__homestay-heo-dat__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
200,Hong Chau,hong-chau,inactive,"122, Duong Ho Nghinh, Da Nang",Da Nang,,16.07352580,108.24288100,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559568/danangtrip/locations/hong-chau/loc-200__hong-chau__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559568/danangtrip/locations/hong-chau/loc-200__hong-chau__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
201,Hue Chi,hue-chi,inactive,"6, Hoang Viet, Da Nang",Da Nang,,16.08102760,108.22967780,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559572/danangtrip/locations/hue-chi/loc-201__hue-chi__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559572/danangtrip/locations/hue-chi/loc-201__hue-chi__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
203,Iris Hotel,iris-hotel,inactive,"181-183, Le Duan, Da Nang",Da Nang,,16.07015540,108.21377120,,http://www.irishotel.vn,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559577/danangtrip/locations/iris-hotel/loc-203__iris-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559577/danangtrip/locations/iris-hotel/loc-203__iris-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
205,Khach san Bon Mua,khach-san-bon-mua,inactive,"194, Nguyen Huu Tho, Da Nang",Da Nang,,16.04289440,108.21008760,,,"{""raw"": ""24/7""}",,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559582/danangtrip/locations/khach-san-bon-mua/loc-205__khach-san-bon-mua__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559582/danangtrip/locations/khach-san-bon-mua/loc-205__khach-san-bon-mua__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
206,Khach san Hai An,khach-san-hai-an,inactive,"1449, Nguyen Tat Thanh, Da Nang",Da Nang,,16.07553870,108.17874400,,https://fb.com/haianhotel,"{""raw"": ""24/7""}",,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559585/danangtrip/locations/khach-san-hai-an/loc-206__khach-san-hai-an__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559585/danangtrip/locations/khach-san-hai-an/loc-206__khach-san-hai-an__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
208,King Garden Hotel,king-garden-hotel,inactive,"456A, Duong Nguyen Tri Phuong, Da Nang",Da Nang,,16.05144170,108.21144220,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559591/danangtrip/locations/king-garden-hotel/loc-208__king-garden-hotel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559591/danangtrip/locations/king-garden-hotel/loc-208__king-garden-hotel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
210,Kon-Tiki Hostel,kon-tiki-hostel,inactive,"12, Duong Trieu Viet Vuong, Da Nang",Da Nang,,16.06424770,108.23082240,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559596/danangtrip/locations/kon-tiki-hostel/loc-210__kon-tiki-hostel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559596/danangtrip/locations/kon-tiki-hostel/loc-210__kon-tiki-hostel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
211,La Belle Vie Hottel,la-belle-vie-hottel,inactive,"02, Duong Cao Xuan Duc, Da Nang",Da Nang,,16.08734620,108.21971870,,https://labelleviehotel.vn,"{""raw"": ""24/7""}",,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559600/danangtrip/locations/la-belle-vie-hottel/loc-211__la-belle-vie-hottel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559600/danangtrip/locations/la-belle-vie-hottel/loc-211__la-belle-vie-hottel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
212,La COOL House Hostel,la-cool-house-hostel,inactive,"42, An Nhon 6, Son Tra, Da Nang",Son Tra,,16.06877740,108.23582070,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559603/danangtrip/locations/la-cool-house-hostel/loc-212__la-cool-house-hostel__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559603/danangtrip/locations/la-cool-house-hostel/loc-212__la-cool-house-hostel__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
215,Lenid,lenid,inactive,"23, Duong Dinh Thi Hoa, Quan Son Tra, Danang",Quan Son Tra,,16.07134380,108.23636310,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559614/danangtrip/locations/lenid/loc-215__lenid__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559614/danangtrip/locations/lenid/loc-215__lenid__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
217,Lu peaceful homestay,lu-peaceful-homestay,inactive,"Duong Phan Lang 14, Da Nang",Da Nang,,16.05511350,108.18918500,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559619/danangtrip/locations/lu-peaceful-homestay/loc-217__lu-peaceful-homestay__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559619/danangtrip/locations/lu-peaceful-homestay/loc-217__lu-peaceful-homestay__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
218,Luxtery,luxtery,inactive,"136, Duong Pham Van Dong, Danang",Da Nang,,16.07069200,108.23579230,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559622/danangtrip/locations/luxtery/loc-218__luxtery__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559622/danangtrip/locations/luxtery/loc-218__luxtery__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
220,Mari Gold,mari-gold,inactive,"14, Duong Nguyen Cao Luyen, Son Tra, Da Nang",Son Tra,,16.06929570,108.24158420,,,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559628/danangtrip/locations/mari-gold/loc-220__mari-gold__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559628/danangtrip/locations/mari-gold/loc-220__mari-gold__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,7,manual_lodging_review,lodging_needs_manual_review
221,Memory Lounge,memory-lounge,inactive,"7, Bach Dang, Da Nang",Da Nang,,16.07266610,108.22516450,,https://www.facebook.com/memoryloungedanang/,,,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559630/danangtrip/locations/memory-lounge/loc-221__memory-lounge__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559630/danangtrip/locations/memory-lounge/loc-221__memory-lounge__p01.jpg""]",Ẩm thực địa phương,am-thuc-dia-phuong,2,duplicate_keep_inactive,duplicate_of_active:96
222,Mercure Hotels,mercure-hotels,inactive,Da Nang,Da Nang,,15.99739760,107.98823160,,https://all.accor.com/ssr/app/accor/rates/8488/index.en.shtml,"{""raw"": ""24/7""}",,,0.00,0,https://res.cloudinary.com/dmukxquza/image/upload/v1780559633/danangtrip/locations/mercure-hotels/loc-222__mercure-hotels__p01.jpg,"[""https://res.cloudinary.com/dmukxquza/image/upload/v1780559633/danangtrip/locations/mercure-hotels/loc-222__mercure-hotels__p01.jpg""]",Khách sạn & Homestay,khach-san-homestay,5,hold,lodging_needs_manual_review
